,name,overall_score,position_score,height,weight,pref_foot,birthdate,age,pref_pos,work_rate,weak_foot,skill_moves,wage,joined_club,contract_expires,Ball Control,Dribbling,Slide Tackle,Stand Tackle,Aggression,Reactions,Att. Position,Interceptions,Vision,Composure,Crossing,Short Pass,Long Pass,Acceleration,Stamina,Strength,Balance,Sprint Speed,Agility,Jumping,Heading,Shot Power,Finishing,Long Shots,Curve,FK Acc.,Penalties,Volleys,GK Positioning,GK Diving,GK Handling,GK Kicking,GK Reflexes,ball_skill_avg,mental_avg,passing_avg,physical_avg,shooting_avg,goalkeeper_avg
17489,Oskar Annell,53,70,190.0,76.0,1,1649,19.0,258,8,3.0,1.0,1.5,1010,2,12,6,12,12,20,32,5,6,33,34,14,23,21,27,21,64,23,33,29,52,10,38,6,6,11,14,15,5,55,54,59,51,51,9.0,21.666666666666668,19.33333333333333,35.57142857142857,13.125,54.0
17490,Sattam Al Rouqi,53,65,169.0,70.0,1,3981,22.0,345,8,3.0,2.0,2.7,1088,2,51,53,24,26,40,43,45,17,49,45,46,50,45,80,52,62,83,77,73,58,35,53,44,45,43,43,45,36,6,11,8,14,14,52.0,39.833333333333336,47.0,69.28571428571429,43.0,10.6
17491,Philip Conradi Schie,53,68,182.0,72.0,1,1538,20.0,656,8,4.0,2.0,1.5,1548,1,56,55,18,19,36,45,51,18,45,52,32,45,31,76,45,43,73,75,76,52,50,50,55,52,46,45,54,49,13,8,13,6,8,55.5,41.16666666666666,36.0,62.85714285714285,50.125,9.6
17492,Igor Orlikowski,53,74,178.0,72.0,1,2033,18.0,451,8,2.0,2.0,1.5,1044,3,40,44,55,54,54,59,35,57,29,48,38,35,23,62,49,58,71,65,51,48,40,27,25,23,31,30,33,27,9,14,11,5,10,42.0,47.0,32.0,57.71428571428572,29.5,9.8
17493,Julian Bakkeli Gonstad,53,74,173.0,65.0,1,3474,18.0,656,8,3.0,2.0,1.5,159,1,55,53,21,19,40,44,54,19,48,52,36,48,35,68,41,41,74,66,72,45,50,53,54,51,48,43,50,50,9,9,7,13,9,54.0,42.833333333333336,39.66666666666666,58.142857142857146,49.875,9.4
17494,Mateusz Chmarek,53,65,186.0,78.0,1,1628,20.0,656,8,3.0,2.0,1.5,1011,3,59,52,42,45,38,53,53,38,58,55,50,62,54,61,68,52,58,63,64,43,41,50,53,46,50,53,48,42,7,14,6,6,10,55.5,49.16666666666666,55.333333333333336,58.42857142857143,47.875,8.6
17495,Noah Brdar,53,66,190.0,83.0,1,578,19.0,258,8,2.0,1.0,1.5,1120,5,19,11,13,13,23,35,4,11,23,25,12,17,16,24,18,60,27,25,24,60,11,41,9,6,13,11,15,8,52,58,54,55,52,15.0,20.166666666666668,15.0,34.0,14.25,54.2
17496,Samuel Kynshi,53,61,176.0,70.0,1,3656,24.0,99,2,3.0,2.0,1.5,1120,3,52,52,51,53,55,51,51,48,47,35,40,55,56,68,61,58,73,64,56,55,47,54,50,46,36,40,42,31,9,10,10,15,5,52.0,47.833333333333336,50.333333333333336,62.142857142857146,43.25,9.8
17497,Kacper Piechota,53,65,190.0,75.0,1,4123,19.0,258,8,1.0,1.0,1.5,1088,3,19,13,13,11,17,46,4,7,22,21,13,29,23,26,16,40,28,27,22,35,11,37,8,9,13,12,17,7,48,54,55,49,56,16.0,19.5,21.666666666666668,27.714285714285715,14.25,52.4
17498,Olaf Korczakowski,53,69,177.0,75.0,0,4741,20.0,304,8,3.0,2.0,1.5,1036,1,52,57,24,27,29,34,46,23,44,45,53,51,44,68,50,54,69,68,50,44,35,54,46,40,43,33,55,39,5,15,11,9,11,54.5,36.833333333333336,49.333333333333336,57.57142857142857,43.125,10.2
17499,Davide Barosi,53,60,190.0,82.0,1,4032,24.0,258,8,1.0,1.0,1.5,1061,4,15,8,13,11,27,37,6,33,25,23,14,19,29,18,24,61,26,24,45,49,13,41,5,6,13,11,18,8,57,55,53,55,52,11.5,25.166666666666668,20.666666666666668,35.285714285714285,14.375,54.4
17500,Reuben McAllister,53,76,178.0,64.0,0,4282,18.0,177,8,2.0,2.0,1.5,1043,2,55,51,45,47,50,58,50,46,56,53,50,57,53,68,58,44,70,62,67,38,44,50,49,38,56,50,46,45,13,10,12,6,11,53.0,52.16666666666666,53.333333333333336,58.142857142857146,47.25,10.4
17501,Ekmekci Ahmet Ercan,53,69,168.0,60.0,1,3964,20.0,0,8,3.0,2.0,1.5,1242,3,55,52,37,41,44,52,49,41,51,52,42,56,50,62,51,43,63,69,69,35,42,45,44,48,45,44,45,42,14,6,10,12,6,53.5,48.16666666666666,49.333333333333336,56.0,44.375,9.6
17502,Victor Griffith,53,60,174.0,75.0,1,1099,23.0,177,7,3.0,2.0,1.5,1214,0,60,59,44,44,53,48,47,36,46,55,47,61,60,70,52,51,71,69,62,46,42,49,44,41,44,39,43,44,6,12,8,8,10,59.5,47.5,56.0,60.142857142857146,43.25,8.8
17503,Harry Fisk,53,61,181.0,77.0,1,5516,21.0,258,8,2.0,1.0,1.5,1242,5,21,16,15,13,28,43,6,7,39,39,13,23,24,22,22,60,51,30,29,50,13,37,9,8,17,14,16,7,50,54,56,49,52,18.5,27.0,20.0,37.71428571428572,15.125,52.2
17504,Bandar Wahishi,53,61,181.0,75.0,1,138,22.0,84,8,3.0,2.0,1.9,1242,5,41,40,53,50,58,45,22,50,31,41,31,45,46,58,59,70,64,66,52,71,54,30,19,18,26,21,30,28,12,12,10,9,7,40.5,41.16666666666666,40.66666666666666,62.85714285714285,28.25,10.0
17505,Filippo Vandelli,53,61,190.0,78.0,0,772,23.0,258,8,1.0,1.0,1.5,1232,1,11,8,11,12,27,32,8,8,27,33,15,16,24,31,19,63,25,33,34,54,13,40,6,8,10,12,18,7,48,56,57,53,55,9.5,22.5,18.33333333333333,37.0,14.25,53.8
17506,Mitch Glasson,53,75,180.0,75.0,1,4600,18.0,656,2,4.0,2.0,1.5,1232,3,50,45,15,16,65,54,52,20,40,50,31,50,40,75,57,62,65,73,56,66,50,50,54,38,38,38,63,50,7,14,8,7,12,47.5,46.833333333333336,40.333333333333336,64.85714285714286,47.625,9.6
17507,Callum Sullivan,53,64,175.0,65.0,1,868,19.0,450,2,3.0,2.0,1.5,1010,1,35,52,56,55,53,53,47,53,31,39,50,32,23,66,55,40,78,58,53,35,40,25,30,27,31,32,40,30,8,6,5,11,6,43.5,46.0,35.0,55.0,31.875,7.2
17508,Florian Pruhs,53,74,190.0,74.0,1,1978,18.0,258,8,3.0,1.0,1.5,1011,5,17,7,14,11,22,41,6,10,33,36,11,22,19,16,19,49,29,28,21,38,13,43,9,6,13,13,19,5,47,55,58,57,52,12.0,24.666666666666668,17.333333333333332,28.571428571428573,15.125,53.8
17509,Justin Duda,53,64,193.0,90.0,1,1958,21.0,258,8,3.0,1.0,1.5,1011,2,11,8,13,12,27,36,7,13,21,21,12,18,27,28,17,58,29,29,32,50,14,34,9,7,14,11,16,6,54,53,56,45,54,9.5,20.83333333333333,19.0,34.714285714285715,13.875,52.4
17510,Erik Herrmann,53,71,197.0,89.0,1,5853,19.0,258,8,2.0,1.0,1.5,1011,1,19,8,13,10,21,47,6,12,30,36,12,20,17,29,19,70,28,32,27,55,11,43,8,7,13,11,18,6,40,59,53,57,57,13.5,25.33333333333333,16.333333333333332,37.142857142857146,14.625,53.2
17511,Arthur Piedfort,53,75,180.0,68.0,1,1539,19.0,61,8,3.0,2.0,1.5,1011,4,45,24,56,59,51,48,24,53,27,42,28,31,31,62,55,53,69,59,49,53,52,36,20,17,22,25,33,25,12,10,13,14,6,34.5,40.833333333333336,30.0,57.142857142857146,28.75,11.0
17512,Josh Hallard,53,66,178.0,71.0,0,5586,20.0,259,8,3.0,2.0,1.5,1380,1,40,52,49,51,48,47,42,49,32,40,48,49,44,66,62,59,65,69,57,54,46,20,22,26,26,28,32,25,8,7,12,11,5,46.0,43.0,47.0,61.71428571428572,28.125,8.6
17513,Jordan Semedo,53,62,179.0,77.0,0,2162,21.0,259,8,3.0,2.0,4.0,9,176,34,47,49,55,54,59,44,48,35,42,47,33,27,73,61,46,44,67,60,46,44,24,27,29,25,31,39,20,12,9,7,5,10,40.5,47.0,35.666666666666664,56.71428571428572,29.875,8.6
17514,Joaquín Revilla,53,67,184.0,69.0,1,3053,20.0,177,8,2.0,2.0,1.5,768,5,59,49,41,45,45,57,46,39,49,48,42,61,59,58,42,51,64,61,55,42,40,44,43,41,41,35,42,39,13,8,14,13,10,54.0,47.333333333333336,54.0,53.285714285714285,40.625,11.6
17515,Emmanuel Harvest,53,65,175.0,75.0,1,1907,20.0,99,3,2.0,2.0,1.5,1305,1,49,48,53,53,77,51,38,52,41,39,39,51,48,66,47,71,64,69,63,63,47,49,32,24,34,31,35,31,7,6,6,9,15,48.5,49.66666666666666,46.0,63.285714285714285,35.375,8.6
17516,Zane Schreiber,53,69,165.0,65.0,0,4584,19.0,108,8,3.0,2.0,1.5,1347,3,50,48,47,49,57,51,40,52,46,49,37,56,55,69,63,44,72,63,70,35,34,47,35,39,43,36,37,30,5,11,13,12,6,49.0,49.16666666666666,49.333333333333336,59.42857142857143,37.625,9.4
17517,Joel Anker,53,68,168.0,61.0,1,5225,19.0,34,8,3.0,2.0,1.5,1325,2,52,50,44,47,44,47,46,31,51,49,47,59,58,64,46,35,81,62,66,32,37,49,46,50,53,51,43,44,12,14,13,9,12,51.0,44.66666666666666,54.66666666666666,55.142857142857146,46.625,12.0
17518,Morten Olsen,53,58,181.0,71.0,1,913,25.0,656,8,3.0,2.0,1.7,1010,1,42,55,14,11,26,46,48,12,43,48,25,44,25,61,56,43,61,61,56,50,60,55,61,56,38,33,57,46,13,14,10,12,11,48.5,37.16666666666666,31.33333333333333,55.42857142857143,50.75,12.0
17519,Marius Papuga,53,69,178.0,71.0,1,4245,19.0,177,8,2.0,2.0,1.5,1010,1,54,59,48,51,54,50,53,40,48,43,40,60,55,61,60,46,50,69,54,48,50,48,30,50,35,38,44,31,5,15,8,9,11,56.5,48.0,51.66666666666666,55.42857142857143,40.75,9.6
17520,Mohammed Salah,53,53,178.0,78.0,0,5134,29.0,259,8,3.0,2.0,1.5,2081,1,39,45,54,54,48,50,35,45,32,36,36,36,34,65,69,65,45,67,61,52,37,25,29,31,32,28,35,26,8,13,8,12,9,42.0,41.0,35.333333333333336,60.57142857142857,30.375,10.0
17521,Jan Łabędzki,53,74,181.0,80.0,1,1576,18.0,177,8,3.0,3.0,1.5,768,2,56,54,34,45,39,52,42,25,54,55,38,62,54,65,62,60,53,64,60,49,34,48,42,44,49,47,44,44,7,8,8,14,7,55.0,44.5,51.333333333333336,59.0,44.0,8.8
17522,Love Björnson,53,70,179.0,72.0,1,124,20.0,656,8,3.0,2.0,1.5,622,3,51,48,18,21,55,48,54,23,46,44,37,50,47,70,52,55,68,68,67,55,48,55,54,50,45,37,52,41,9,7,7,8,14,49.5,45.0,44.66666666666666,62.142857142857146,47.75,9.0
17523,Tang Chuang,53,53,188.0,85.0,1,414,28.0,656,7,2.0,2.0,2.2,768,2,48,53,15,16,34,49,46,19,43,43,26,42,28,57,53,74,48,59,56,68,57,55,55,52,37,28,64,39,8,12,11,11,12,50.5,39.0,32.0,59.285714285714285,48.375,10.8
17524,Ji Shengpan,53,57,179.0,66.0,1,5155,24.0,496,8,3.0,2.0,1.7,646,2,53,59,40,38,52,50,53,37,44,42,52,51,45,56,56,53,59,61,61,42,42,48,38,44,42,38,49,38,12,13,7,15,6,56.0,46.333333333333336,49.333333333333336,55.42857142857143,42.375,10.6
17525,Bork Bang-Kittilsen,53,74,175.0,75.0,1,3872,19.0,656,8,3.0,2.0,1.5,1679,2,53,45,20,16,31,49,52,16,47,50,29,48,28,59,54,54,72,51,58,57,59,49,61,47,37,29,57,43,13,10,14,9,8,49.0,40.833333333333336,35.0,57.85714285714285,47.75,10.8
17526,Sigge Jansson,53,77,184.0,70.0,1,4724,18.0,108,8,3.0,2.0,1.5,496,2,54,53,51,55,55,53,38,48,50,54,45,57,58,64,44,49,62,59,54,51,54,40,31,26,40,35,43,30,6,13,10,8,13,53.5,49.66666666666666,53.333333333333336,54.71428571428572,37.375,10.0
17527,Oskar Boesen,53,70,182.0,75.0,1,4618,19.0,235,8,3.0,2.0,1.5,1573,1,60,54,42,44,46,51,56,41,50,52,45,57,55,64,53,64,61,62,65,57,45,45,44,40,44,35,40,44,13,11,12,8,13,57.0,49.333333333333336,52.333333333333336,60.85714285714285,42.125,11.4
17528,Santiago Gutierrez,53,70,190.0,80.0,1,455,20.0,258,8,1.0,1.0,1.5,116,5,11,10,12,9,20,50,7,8,29,35,10,27,20,23,28,65,27,22,32,51,10,41,10,8,15,13,15,6,52,48,60,54,49,10.5,24.83333333333333,19.0,35.42857142857143,14.75,52.6
17529,Saúl Severiche,53,62,178.0,73.0,1,4312,22.0,61,8,2.0,2.0,1.6,1972,2,44,28,53,56,53,43,26,55,26,38,25,44,28,63,62,62,70,52,48,57,48,35,22,23,27,22,30,23,5,14,13,8,12,36.0,40.16666666666666,32.333333333333336,59.142857142857146,28.75,10.4
17530,David Ezeh,53,75,182.0,70.0,1,1612,18.0,656,8,2.0,2.0,1.5,768,2,55,54,21,24,46,48,50,19,48,50,35,53,46,72,56,51,65,74,69,54,48,55,52,45,47,40,52,48,9,14,8,14,10,54.5,43.5,44.66666666666666,63.0,48.375,11.0
17531,Saúl Asibe,53,69,171.0,60.0,0,3591,19.0,177,1,3.0,2.0,1.5,37,2,57,52,44,38,37,52,50,29,51,57,65,58,65,69,50,36,75,69,67,40,45,55,45,41,67,60,51,41,14,14,9,10,9,54.5,46.0,62.66666666666666,58.0,50.625,11.2
17532,Jordi Valadon,53,65,168.0,70.0,1,4068,21.0,12,8,4.0,2.0,1.5,559,2,58,54,31,37,43,57,51,45,53,59,45,53,51,61,47,41,76,63,61,31,30,54,43,41,42,42,44,38,15,12,5,10,8,56.0,51.333333333333336,49.66666666666666,54.285714285714285,41.75,10.0
17533,Kenan Bilalovic,53,74,186.0,76.0,1,3349,19.0,12,8,3.0,2.0,1.5,214,4,56,54,36,38,42,46,48,30,58,55,42,57,54,66,51,58,45,67,58,58,50,49,40,38,44,39,34,45,11,10,12,13,6,55.0,46.5,51.0,57.57142857142857,42.375,10.4
17534,Lamine Dabo,53,69,182.0,77.0,1,2463,20.0,99,8,3.0,2.0,1.5,1524,4,54,50,54,52,56,48,39,48,44,48,38,56,53,60,59,63,64,63,62,56,47,47,31,30,35,31,30,32,11,8,13,7,10,52.0,47.16666666666666,49.0,61.0,35.375,9.8
17535,Daníel Tristan Guðjohnsen,53,74,188.0,78.0,1,3626,18.0,656,8,3.0,2.0,1.5,112,2,56,55,14,10,45,54,51,18,47,55,33,46,40,66,60,69,51,72,70,59,46,48,51,49,44,49,58,40,5,7,13,13,6,55.5,45.0,39.66666666666666,63.85714285714285,48.125,8.8
17536,Elison Makolli,53,72,186.0,75.0,1,2071,19.0,84,8,3.0,2.0,1.5,112,5,49,46,58,55,66,45,39,54,42,46,43,34,26,68,66,65,57,72,61,52,35,28,29,28,33,32,39,21,14,13,15,13,15,47.5,48.66666666666666,34.333333333333336,63.0,30.625,14.0
17537,Arne Hopland Ødegård,53,68,178.0,76.0,1,1941,20.0,177,8,3.0,2.0,1.5,715,2,55,53,46,46,50,52,53,43,50,48,36,59,55,67,63,62,67,65,66,57,45,58,40,38,45,35,36,40,7,7,14,7,14,54.0,49.333333333333336,50.0,63.85714285714285,42.125,9.8
17538,Armando Rivas,53,65,172.0,63.0,0,2447,21.0,656,8,3.0,2.0,2.1,768,5,43,54,22,15,33,52,50,20,40,44,35,42,35,75,66,44,81,73,73,50,50,49,60,53,33,28,55,36,8,6,10,13,8,48.5,39.833333333333336,37.333333333333336,66.0,45.5,9.0
17539,El Hadji Malick Diouf,53,68,180.0,75.0,0,1387,19.0,61,8,2.0,2.0,1.5,636,4,42,40,55,56,52,50,26,52,29,46,34,40,35,61,52,64,50,65,45,60,50,40,25,26,27,23,25,25,13,9,9,7,14,41.0,42.5,36.333333333333336,56.71428571428572,30.125,10.4
17540,Viktor Hjort,53,69,185.0,73.0,1,1825,19.0,61,5,3.0,2.0,1.5,1453,2,56,38,52,54,49,45,23,53,31,48,35,48,46,63,33,57,52,67,61,56,50,36,16,15,29,23,25,21,8,12,8,6,14,47.0,41.5,43.0,55.57142857142857,26.875,9.6
17541,Isaac Walker,53,63,195.0,88.0,1,2965,24.0,258,8,2.0,1.0,1.5,1521,0,13,7,12,14,28,34,4,12,29,21,12,25,27,20,25,68,26,30,37,51,10,42,7,6,12,12,18,7,49,57,52,56,57,10.0,21.33333333333333,21.33333333333333,36.71428571428572,14.25,54.2
17542,Heiber Linares,53,62,167.0,61.0,1,2861,24.0,61,8,3.0,2.0,1.9,767,2,27,30,60,62,49,43,22,52,35,42,29,30,25,56,64,47,80,55,48,50,57,37,31,25,38,20,42,34,6,14,10,12,8,28.5,40.5,28.0,57.142857142857146,35.5,10.0
17543,Kiban Rai,53,68,176.0,68.0,1,3984,19.0,54,8,4.0,2.0,1.5,1521,2,53,52,38,43,32,51,49,39,50,50,50,53,48,72,50,41,77,72,75,49,40,44,51,47,49,43,44,41,6,10,8,15,15,52.5,45.16666666666666,50.333333333333336,62.285714285714285,44.875,10.8
17544,Carl Ljungberg,53,70,177.0,70.0,1,18,20.0,177,8,3.0,2.0,1.5,1442,0,61,60,42,44,59,46,48,44,56,52,40,56,53,63,59,58,65,63,65,54,48,48,43,42,42,33,38,39,14,5,7,5,14,60.5,50.833333333333336,49.66666666666666,61.0,41.625,9.0
17545,Nicholas Duarte,53,63,177.0,70.0,1,1163,20.0,566,8,3.0,2.0,1.5,768,1,54,57,28,32,32,44,51,17,48,45,46,45,39,67,54,49,73,68,62,41,38,49,48,33,39,35,41,41,5,8,6,13,8,55.5,39.5,43.333333333333336,59.142857142857146,40.5,8.0
17546,Aymar Kevin Meleke,53,60,181.0,78.0,1,4448,25.0,656,8,2.0,2.0,1.5,821,1,51,58,11,16,32,49,44,12,42,46,30,42,35,65,54,72,65,69,60,58,44,60,55,53,40,31,52,51,11,7,10,9,8,54.5,37.5,35.666666666666664,63.285714285714285,48.25,9.0
17547,Fabian Pekruhl,53,58,193.0,87.0,1,1623,25.0,258,8,3.0,1.0,1.5,612,1,19,9,14,12,27,34,4,9,30,25,14,19,29,27,22,66,27,23,24,53,13,44,8,7,14,10,10,5,50,52,58,58,57,14.0,21.5,20.666666666666668,34.57142857142857,13.875,55.0
17548,Sean Fusire,53,76,178.0,67.0,1,4584,19.0,244,2,3.0,2.0,1.5,520,1,55,56,39,46,45,52,49,42,55,59,44,56,54,71,55,56,73,76,65,57,45,52,40,44,50,42,47,41,11,14,8,13,12,55.5,50.333333333333336,51.333333333333336,64.71428571428571,45.125,11.6
17549,Keegan Tingey,53,59,177.0,74.0,1,670,24.0,61,8,3.0,2.0,1.5,580,1,26,27,62,59,47,42,22,51,26,43,25,34,28,74,57,57,69,73,42,58,45,35,23,23,27,24,30,25,8,8,12,7,13,26.5,38.5,29.0,61.42857142857143,29.0,9.6
17550,Chris Rindov,53,62,187.0,86.0,1,5664,22.0,61,8,3.0,2.0,1.5,563,5,31,27,57,56,43,41,23,51,26,43,29,33,29,55,63,79,49,55,45,64,49,37,18,24,20,28,37,26,12,9,12,9,11,29.0,37.833333333333336,30.33333333333333,58.57142857142857,29.875,10.6
17551,Ike Orji,53,64,179.0,72.0,1,421,21.0,450,0,3.0,2.0,1.9,1011,1,43,45,50,51,56,45,43,48,38,41,48,40,35,74,63,60,72,72,70,56,41,39,30,36,37,31,36,24,9,11,11,7,14,44.0,45.16666666666666,41.0,66.71428571428571,34.25,10.4
17552,Krisztián Hegyi,53,64,193.0,85.0,1,5969,21.0,258,8,2.0,1.0,3.9,2145,185,10,13,13,10,15,49,4,6,31,21,14,20,16,25,15,51,31,25,30,44,14,38,7,8,14,13,16,8,49,53,52,50,55,11.5,21.0,16.666666666666668,31.571428571428573,14.75,51.8
17553,Isaac Hughes,53,65,182.0,75.0,1,3925,20.0,61,8,3.0,2.0,1.5,684,1,47,40,51,52,51,56,34,55,49,61,42,52,47,57,50,61,62,63,60,54,48,54,34,34,29,34,37,45,14,6,7,7,5,43.5,51.0,47.0,58.142857142857146,39.375,7.8
17554,Stephen Bolma,53,72,178.0,68.0,1,1521,19.0,177,8,3.0,2.0,1.5,559,1,58,58,46,50,42,40,53,50,54,54,44,58,55,63,48,45,44,65,62,37,34,36,39,37,41,34,28,32,9,10,13,7,12,58.0,48.833333333333336,52.333333333333336,52.0,35.125,10.2
17555,Mohammed Al Qahtani,53,65,176.0,70.0,1,3767,22.0,345,8,3.0,2.0,1.5,912,3,51,55,35,34,39,45,47,24,49,46,50,51,51,67,52,61,68,65,58,51,39,47,47,44,45,42,47,43,6,13,9,13,13,53.0,41.66666666666666,50.66666666666666,60.285714285714285,44.25,10.8
17556,Bikash Yumnam,53,64,180.0,75.0,1,6137,20.0,61,8,3.0,2.0,1.5,821,1,37,25,56,57,48,49,30,52,32,43,42,43,46,57,62,70,65,57,56,61,40,40,36,24,33,21,36,30,15,13,7,11,10,31.0,42.333333333333336,43.66666666666666,61.142857142857146,32.5,11.2
17557,Piotr Liszewski,53,62,184.0,77.0,1,1198,19.0,478,8,2.0,2.0,1.5,921,2,44,53,57,53,51,53,44,51,36,39,44,25,24,61,58,60,58,62,59,56,49,28,22,30,41,32,33,26,8,7,13,11,7,48.5,45.66666666666666,31.0,59.142857142857146,32.625,9.2
17558,Jeon Sung Jin,53,62,178.0,72.0,0,2767,23.0,386,8,3.0,2.0,1.5,994,5,55,55,42,38,55,47,53,44,46,40,51,57,52,72,66,60,56,60,68,52,30,50,23,34,48,40,35,39,11,9,10,14,7,55.0,47.5,53.333333333333336,62.0,37.375,10.2
17559,Lim Hyeong Jin,53,66,190.0,83.0,1,2844,23.0,61,6,3.0,2.0,1.5,768,5,45,34,51,54,48,43,33,51,34,40,34,46,45,62,66,70,62,61,58,63,53,36,22,34,33,29,35,30,10,14,8,14,6,39.5,41.5,41.66666666666666,63.142857142857146,34.0,10.4
17560,Gyamar Nikum,53,69,168.0,64.0,1,5483,19.0,235,8,3.0,2.0,1.5,870,4,52,54,49,48,54,45,54,50,48,47,48,58,54,67,61,38,88,69,80,45,41,58,50,48,48,50,47,41,6,9,6,10,7,53.0,49.66666666666666,53.333333333333336,64.0,47.875,7.6
17561,Enok Naustdal,53,74,171.0,65.0,1,5733,18.0,177,8,3.0,2.0,1.5,151,2,56,55,45,47,36,44,46,45,52,48,42,60,58,64,52,34,82,66,76,33,42,48,38,42,40,36,34,36,9,14,13,6,8,55.5,45.16666666666666,53.333333333333336,58.142857142857146,39.5,10.0
17562,Cameron Elliott,53,57,183.0,75.0,1,4501,25.0,656,8,2.0,2.0,1.5,797,0,54,53,19,20,54,47,57,19,46,44,38,43,37,55,52,55,58,55,56,54,53,53,55,51,44,43,57,45,13,6,10,13,9,53.5,44.5,39.333333333333336,55.0,50.125,10.2
17563,Olav Lilleøren Veum,53,70,185.0,79.0,1,1628,20.0,61,8,2.0,2.0,1.5,1662,2,46,32,53,55,44,48,23,54,30,40,27,38,26,54,34,61,49,54,60,56,52,39,16,16,29,24,33,27,11,10,6,13,12,39.0,39.833333333333336,30.33333333333333,52.57142857142857,29.5,10.4
17564,Jack Panayotou,53,73,170.0,70.0,0,3540,20.0,177,8,3.0,2.0,1.5,775,3,59,61,45,47,42,55,51,30,51,62,40,59,52,65,49,45,71,69,63,39,36,54,45,35,41,40,44,39,15,11,6,7,11,60.0,48.5,50.333333333333336,57.285714285714285,41.75,10.0
17565,Teddy Mfuni,53,65,189.0,70.0,1,3822,20.0,61,8,2.0,2.0,1.5,789,1,34,31,54,56,46,47,26,52,33,40,29,37,29,60,61,71,49,62,42,61,48,33,23,23,26,26,39,22,6,7,11,6,11,32.5,40.66666666666666,31.666666666666668,58.0,30.0,8.2
17566,Filip Järlesand,53,70,186.0,80.0,1,4001,20.0,258,8,3.0,1.0,1.5,767,1,11,13,14,13,24,47,11,14,51,36,14,25,25,17,24,52,41,18,38,41,10,40,8,8,14,14,12,9,52,52,55,53,53,12.0,30.5,21.33333333333333,33.0,14.375,53.0
17567,Sebastian Nilsson,53,65,177.0,75.0,0,1537,21.0,259,8,3.0,2.0,1.5,1010,0,45,42,54,55,49,42,36,52,30,42,42,42,39,64,57,48,69,65,63,50,52,32,21,15,26,27,35,23,6,11,9,15,11,43.5,41.833333333333336,41.0,59.42857142857143,28.875,10.4
17568,Sha Yibo,53,53,185.0,70.0,1,2541,33.0,61,8,3.0,2.0,1.8,755,0,43,26,58,63,41,46,26,52,30,43,26,30,24,61,57,50,61,58,44,52,53,39,20,17,25,25,34,27,14,7,13,13,14,34.5,39.66666666666666,26.666666666666668,54.71428571428572,30.0,12.2
17569,Fiachra Pagel,53,65,193.0,88.0,1,1667,20.0,258,8,2.0,1.0,1.5,928,2,16,10,17,18,39,45,8,14,50,40,15,39,40,31,26,58,36,30,32,51,15,39,8,9,19,17,20,10,51,55,53,52,51,13.0,32.666666666666664,31.33333333333333,37.71428571428572,17.125,52.4
17570,Cian Byrne,53,62,186.0,80.0,1,2479,21.0,61,8,2.0,2.0,1.5,428,1,42,38,55,56,54,48,29,52,40,51,38,45,32,60,55,59,61,59,52,57,52,41,26,28,31,27,43,27,13,13,8,10,12,40.0,45.66666666666666,38.333333333333336,57.57142857142857,34.375,11.2
17571,Faniel Tewelde,53,77,178.0,74.0,1,6195,17.0,329,8,3.0,3.0,1.5,519,2,60,61,28,22,30,38,51,16,44,50,44,44,41,74,34,53,73,70,75,46,28,51,52,42,48,35,53,39,11,7,10,10,14,60.5,38.16666666666666,43.0,60.71428571428572,43.5,10.4
17572,Rio Shipston,53,72,174.0,63.0,1,5144,19.0,177,8,3.0,2.0,1.5,1738,2,58,52,52,47,57,49,48,42,53,42,37,57,53,63,61,55,73,70,66,53,49,56,43,40,44,46,42,39,6,6,11,7,13,55.0,48.5,49.0,63.0,44.875,8.6
17573,Michael Leddy,53,65,173.0,71.0,1,2146,20.0,656,8,2.0,2.0,1.5,2098,193,55,56,20,22,43,50,57,19,54,55,32,51,30,61,53,40,73,66,63,39,46,54,55,46,43,39,56,44,10,12,13,11,12,55.5,46.333333333333336,37.66666666666666,56.42857142857143,47.875,11.6
17574,Rhys Youlley,53,70,170.0,66.0,1,1611,19.0,21,8,3.0,3.0,1.5,1886,1,52,52,42,42,43,50,48,41,52,51,42,52,48,70,55,47,74,61,74,42,39,53,48,50,54,56,45,42,9,9,15,5,14,52.0,47.5,47.333333333333336,60.42857142857143,48.375,10.4
17575,James Storer,53,73,196.0,80.0,1,5605,19.0,258,8,3.0,1.0,1.5,1880,1,17,11,13,13,18,47,5,8,29,23,10,21,29,32,18,55,26,21,38,50,14,38,7,7,12,14,13,9,49,54,51,51,56,14.0,21.666666666666668,20.0,34.285714285714285,14.25,52.2
17576,Mark Byrne,53,58,185.0,74.0,1,5798,23.0,258,8,2.0,1.0,1.5,767,0,16,6,14,14,44,38,8,9,50,28,10,29,28,21,17,51,49,16,31,43,12,39,8,9,9,10,11,8,52,55,54,52,52,11.0,29.5,22.33333333333333,32.57142857142857,13.25,53.0
17577,Antoine Hainaut,53,65,176.0,70.0,1,1701,22.0,235,8,3.0,2.0,1.5,943,5,56,56,41,46,62,49,33,49,52,50,42,63,56,54,53,42,67,63,56,36,46,47,38,45,42,34,46,32,9,6,5,9,8,56.0,49.16666666666666,53.66666666666666,53.0,41.25,7.4
